flow,unique,multimod,multimod2,widthave,autocorr,c,nrPacketsMode,nrPackets,Covert-tech,split,label
3.0.0.11-3.0.0.21,56,2,3,0.00248898218403,0.040562960646,228.94911327,0.356207111666,1603,CAB,train,1
203.188.186.41-199.0.243.90,2,2,2,0.06334414128,0.25,0.571428571428571,0.5,4,NO,train,0
121.41.4.31-203.188.178.79,6,6,2,3.19541792979e-05,0.144646057119,1.0,0.142857142857,7,NO,train,0
13.0.6.11-13.0.6.21,20,2,2,0.0175881713808,0.0177186437141,481.532652456,0.271432809255,3371,ZAN,train,1
202.203.227.2-188.43.109.85,3,3,2,2.91626851208e-05,0.357372637902,0.571428571428571,0.25,4,NO,train,0
112.226.139.161-150.187.108.95,4,4,2,2.45929676218e-05,0.213499137069,0.714285714285714,0.2,5,NO,train,0
114.32.45.148-203.188.178.79,7,7,2,5.32872136423e-05,0.136648224568,1.14285714285714,125.0,8,NO,train,0
122.187.73.139-150.187.2.15,2,2,2,7.5340657452e-06,0.5,0.428571428571429,0.333333333333,3,NO,train,0
85.23.232.63-150.187.123.87,2,2,2,0.000133435663909,0.5,0.428571428571429,0.333333333333,3,NO,train,0
122.46.146.95-133.136.202.45,2,2,2,0.000131755002581,0.5,0.428571428571429,0.333333333333,3,NO,train,0
4.0.2.16-4.0.2.26,107,107,1,0.00218773916132,0.0301352174498,136.134162794,0.0608604407135,953,SHA,train,1
121.40.163.210-203.188.178.79,6,6,2,4.8935719084e-05,0.197485323805,1.14285714285714,0.25,8,NO,train,0
120.161.181.41-163.18.109.161,2,2,2,0.000261860897751,0.5,0.428571428571429,0.333333333333,3,NO,train,0
112.236.207.26-150.187.41.22,4,4,2,5.95239310517e-05,0.294298684386,0.714285714285714,0.2,5,NO,train,0
108.167.108.193-203.188.187.107,117,1,1,0.0350160465335,0.0228858871611,15256.4285714286,0.848607144529,106795,NO,train,0
163.18.112.179-111.61.102.48,6,6,2,0.00232191204916,125.0,1.0,0.142857142857,7,NO,train,0
202.199.250.26-203.188.178.79,3,3,2,0.397504842786,0.5,0.571428571428571,0.25,4,NO,train,0
218.162.63.16-203.188.201.167,2,2,2,0.000132457461775,0.5,0.428571428571429,0.333333333333,3,NO,train,0
196.180.71.91-133.99.75.163,2,2,2,0.00146680753796,0.5,0.428571428571429,0.333333333333,3,NO,train,0
203.188.181.138-220.88.212.37,7,1,4,0.306393675728,0.132096141002,6.66666666666667,0.5,20,NO,train,0
49.103.94.209-202.203.230.158,52,52,1,0.00059862735123,0.093284151303,7.85714285714286,0.0363636363636,55,NO,train,0
123.236.111.208-133.99.112.152,2,2,2,0.000131755002581,0.5,0.428571428571429,0.333333333333,3,NO,train,0
42.183.144.249-203.188.191.146,6,6,1,0.0984247247723,0.0714285714286,1.28571428571429,0.222222222222,9,NO,train,0
115.3.150.255-203.188.178.79,6,6,2,4.59116735788e-05,0.197614003668,1.14285714285714,0.25,8,NO,train,0
121.216.65.148-203.188.178.79,6,6,2,4.8007467886e-05,0.146761259792,1.0,0.142857142857,7,NO,train,0
114.217.60.72-150.187.182.186,18,18,1,1.97052934705e-05,0.088601135738,2.71428571428571,0.0526315789474,19,NO,train,0
213.214.116.40-150.187.40.235,12,12,1,0.00013798545215,0.0663994979541,1.85714285714286,0.0769230769231,13,NO,train,0
189.65.198.102-202.198.33.239,2,2,2,1.09750363838e-05,0.5,0.428571428571429,0.333333333333,3,NO,train,0
120.161.181.41-163.18.109.92,2,2,2,0.000339747728877,0.5,0.428571428571429,0.333333333333,3,NO,train,0
94.82.221.51-133.136.44.204,2,2,2,0.000132457461775,0.5,0.428571428571429,0.333333333333,3,NO,train,0
178.43.1.78-150.187.76.131,2,2,2,0.000132369245017,0.5,0.428571428571429,0.333333333333,3,NO,train,0
163.18.113.102-17.243.20.117,10,10,1,0.00459849040522,0.0454545454545,2.0,0.214285714286,14,NO,train,0
203.188.182.250-66.159.185.23,127,127,2,0.000162754695882,0.0638761256541,27.2857142857143,0.130890052356,191,NO,train,0
9.0.0.14-9.0.0.24,54,2,3,0.00226231271982,0.0337892378842,221.380829493,0.334193548387,1550,CAB,train,1
3.0.3.19-3.0.3.29,15,15,2,0.00820624768565,0.027951844657,81.1146881288,0.197183098592,568,JIN,train,1
202.224.159.136-202.198.15.178,29,29,2,2.2874271069e-05,0.119449287994,7.0,0.183673469388,49,NO,train,0
111.88.247.93-150.187.41.1,6,6,1,3.16477526858e-05,0.161962556764,1.0,0.142857142857,7,NO,train,0
201.51.171.28-202.198.7.66,2,2,2,2.64456684709e-05,0.5,0.428571428571429,0.333333333333,3,NO,train,0
10.0.6.14-10.0.6.24,19,4,4,0.0156015173058,0.0366179188464,1243.92675956,0.219721329046,3732,ZAN,train,1
10.0.2.13-10.0.2.23,63,7,3,0.00268339180555,0.0186194210868,246.685002895,0.204979733642,1727,SHA,train,1
114.43.33.84-133.99.112.152,2,2,2,0.000133435663909,0.5,0.428571428571429,0.333333333333,3,NO,train,0
202.25.33.122-138.74.96.173,12,12,1,2.64399870533e-05,0.161820856178,2.42857142857143,0.176470588235,17,NO,train,0
42.19.12.118-133.99.112.196,12,12,2,1.32023621993e-05,0.149989634102,2.0,0.142857142857,14,NO,train,0
89.151.32.196-203.188.185.69,2,2,2,0.198752421393,0.5,0.428571428571429,0.333333333333,3,NO,train,0
162.2.156.126-163.18.219.199,36,36,2,6.4993986724e-05,0.119212592532,7.71428571428571,0.277777777778,54,NO,train,0
133.119.166.139-205.199.195.90,3,3,2,4.155048804e-06,0.25,0.571428571428571,0.25,4,NO,train,0
203.188.178.79-123.58.76.38,3,3,2,0.00364683342006,0.5,0.571428571428571,0.25,4,NO,train,0
116.31.116.89-203.188.180.240,34,34,1,0.00844073356324,0.0896629639063,8.57142857142857,0.25,60,NO,train,0
203.188.178.79-115.2.103.67,3,3,2,0.00348688458584,0.5,0.571428571428571,0.25,4,NO,train,0
123.58.89.32-203.188.178.79,2,2,1,0.00309738193215,,0.714285714285714,0.4,5,NO,train,0
133.119.65.90-122.7.26.137,64,64,3,0.00351843401149,0.0886017242849,15.5714285714286,0.0550458715596,109,NO,train,0
203.188.178.79-121.40.239.16,3,3,2,0.00348688458584,0.5,0.571428571428571,0.25,4,NO,train,0
118.215.147.149-203.188.178.79,2,2,2,1.93179201432e-05,0.5,0.428571428571429,0.333333333333,3,NO,train,0
54.192.139.18-163.18.246.117,11,11,2,7.5366669742e-06,0.14405261714,2.0,0.214285714286,14,NO,train,0
115.3.29.185-203.188.178.79,5,5,2,7.0617645581e-06,0.215601067548,1.0,0.285714285714,7,NO,train,0
180.93.76.177-150.187.40.235,2,2,2,0.000132413338703,0.5,0.428571428571429,0.333333333333,3,NO,train,0
13.207.227.72-203.188.181.194,2,2,2,6.5758712763e-06,0.5,0.428571428571429,0.333333333333,3,NO,train,0
116.31.116.89-202.203.230.170,19,19,2,6.11572236642e-05,0.123821157273,4.0,0.321428571429,28,NO,train,0
34.7.41.76-163.18.252.39,4,4,2,0.000133159963136,0.25,0.857142857142857,0.333333333333,6,NO,train,0
119.181.228.10-203.188.183.28,4,1,3,0.672969124202,0.0714285714286,1.28571428571429,0.555555555556,9,NO,train,0
58.195.199.108-133.99.112.196,5,5,2,2.78560798814e-05,0.153782594627,0.857142857142857,0.166666666667,6,NO,train,0
119.118.156.253-133.99.112.152,3,3,2,8.83166664728e-05,0.25,0.571428571428571,0.25,4,NO,train,0
201.51.171.28-202.198.7.219,3,3,2,4.30952369753e-05,0.25,0.571428571428571,0.25,4,NO,train,0
123.173.222.34-150.187.41.1,3,3,2,0.000129597086838,0.25,0.571428571428571,0.25,4,NO,train,0
119.25.156.184-133.136.160.240,6,6,2,0.00484109788375,0.1,1.0,0.142857142857,7,NO,train,0
117.229.217.153-163.18.124.11,2,2,2,5.28596865407e-05,0.5,0.428571428571429,0.333333333333,3,NO,train,0
11.0.0.11-11.0.0.21,49,2,3,0.0031673571198,0.0327024813694,296.231850117,0.377049180328,2074,CAB,train,1
59.58.178.153-150.187.41.1,2,2,2,0.000131016757675,0.5,0.428571428571429,0.333333333333,3,NO,train,0
162.2.156.126-163.18.114.202,14,14,1,1.26990030922e-05,0.0916787712724,2.57142857142857,0.166666666667,18,NO,train,0
203.188.183.77-174.49.178.25,2,2,2,0.000413206697283,0.5,0.428571428571429,0.333333333333,3,NO,train,0
203.188.178.79-115.2.99.197,3,3,2,0.00325823641628,0.5,0.571428571428571,0.25,4,NO,train,0
61.4.134.112-192.69.235.56,84,84,1,0.000124528193919,0.0786762468174,12.2857142857143,0.0232558139535,86,NO,train,0
119.67.134.138-163.18.171.41,2,2,2,0.000132369245017,0.5,0.428571428571429,0.333333333333,3,NO,train,0
163.18.203.227-104.157.102.181,307,307,2,0.00460476032396,0.0296655840232,186.714285714286,0.0635042081102,1307,NO,train,0
163.18.146.213-152.88.106.253,17,17,2,4.78679489038e-05,0.284518941555,3.0,0.142857142857,21,NO,train,0
202.203.228.14-116.31.116.89,14,14,2,2.67795305014e-05,0.187263811655,2.57142857142857,0.166666666667,18,NO,train,0
221.30.149.53-203.188.183.28,7,7,2,0.0405084070724,0.106831439188,1.14285714285714,125.0,8,NO,train,0
163.18.19.233-111.61.61.180,8,8,2,6.3509946718e-06,0.49305554069,1.42857142857143,0.2,10,NO,train,0
37.3.196.205-203.188.171.84,66,66,2,0.0130276919977,0.0339593149289,30.2857142857143,0.358490566038,212,NO,train,0
128.7.48.239-203.188.178.79,3,3,2,0.00540742669463,0.25,1.0,0.428571428571,7,NO,train,0
49.123.120.33-203.188.161.4,2,2,2,0.000149832206101,0.5,0.428571428571429,0.333333333333,3,NO,train,0
203.188.178.79-115.2.100.192,8,8,1,0.000382505608789,0.169009574145,1.28571428571429,0.111111111111,9,NO,train,0
17.144.153.11-163.18.144.120,18,18,3,0.00311189809969,0.033616396788,3.28571428571429,0.130434782609,23,NO,train,0
108.66.74.2-163.18.130.46,3,3,2,0.0432424577583,0.25,0.571428571428571,0.25,4,NO,train,0
120.151.208.79-203.188.178.79,7,7,2,5.35250869043e-05,0.136725084766,1.14285714285714,125.0,8,NO,train,0
203.188.178.79-115.3.90.46,3,3,2,0.00375004568666,0.5,0.571428571428571,0.25,4,NO,train,0
5.0.5.19-5.0.5.29,10,1,3,0.013161346947,0.0362441000012,775.477672815,0.656290292872,5429,LUO,train,1
71.80.214.6-133.136.211.30,4,4,1,3.8980587439e-06,0.166666666667,0.714285714285714,0.2,5,NO,train,0
103.245.110.29-203.188.195.51,17,17,1,4.05077696673e-05,0.117307678885,2.57142857142857,0.0555555555556,18,NO,train,0
133.119.12.104-119.54.118.184,57,57,3,0.00106177491812,0.152696920318,18.5714285714286,0.107692307692,130,NO,train,0
59.58.198.35-150.187.40.254,2,2,2,0.000132457461775,0.5,0.428571428571429,0.333333333333,3,NO,train,0
121.40.61.239-203.188.178.79,6,6,1,0.000103399369777,0.10402983362,1.14285714285714,0.25,8,NO,train,0
185.180.133.119-133.136.120.138,3,3,2,0.000146324417788,0.416467523778,0.571428571428571,0.25,4,NO,train,0
121.234.97.108-133.136.114.128,2,2,2,0.000132325180688,0.5,0.428571428571429,0.333333333333,3,NO,train,0
69.243.52.231-203.188.179.187,2,2,2,0.000362026268476,0.5,0.428571428571429,0.333333333333,3,NO,train,0
203.188.178.79-121.216.106.158,3,3,2,0.00342676588609,0.5,0.571428571428571,0.25,4,NO,train,0
121.40.167.238-202.198.55.196,3,3,1,7.5707424228e-06,0.289110280367,0.571428571428571,0.25,4,NO,train,0
82.144.190.54-150.187.111.192,3,3,2,4.5569307169e-06,0.25,0.571428571428571,0.25,4,NO,train,0
121.15.140.33-133.136.207.11,2,2,2,0.000132237139982,0.5,0.428571428571429,0.333333333333,3,NO,train,0
88.213.252.100-203.188.245.153,4,4,2,3.2703130962e-06,0.327192614742,0.714285714285714,0.2,5,NO,train,0
123.58.171.90-203.188.178.79,3,3,2,0.000845754984651,0.5,0.714285714285714,0.4,5,NO,train,0
202.203.227.2-116.26.229.249,10,10,2,7.884900365e-06,0.237643370051,1.57142857142857,0.0909090909091,11,NO,train,0
